CROP_NAME;ELEMENT;VERY_LOW;LOW;SLIGHTLY_LOW;NORMAL;HIGH;VERY_HIGH;VERY_LOW_COMMENTS;LOW_COMMENTS;SLIGHTLY_LOW_COMMENTS;NORMAL_COMMENTS;HIGH_COMMENTS;VERY_HIGH_COMMENTS;
POTATO (SUPERIOR) (265);MG;0,14;0,15;0,23;0,30;0,50;0,51;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Good Level####;Unusually high level for potato crop.####;Unusually high level for potato crop.####;
POTATO (SUPERIOR) (296);MG;0,14;0,15;0,23;0,30;0,50;0,51;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Good Level####;Unusually high level for potato crop.####;Unusually high level for potato crop.####;
POTATO (SUPERIOR) (312);MG;0,14;0,15;0,23;0,30;0,50;0,51;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Good Level####;Unusually high level for potato crop.####;Unusually high level for potato crop.####;
POTATO (SUPERIOR) (363);MG;0,14;0,15;0,23;0,30;0,50;0,51;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Good Level####;Unusually high level for potato crop.####;Unusually high level for potato crop.####;
POTATO (SUPERIOR) (372);MG;0,14;0,15;0,23;0,30;0,50;0,51;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Good Level####;Unusually high level for potato crop.####;Unusually high level for potato crop.####;
POTATO (SUPERIOR) (381);MG;0,14;0,15;0,23;0,30;0,50;0,51;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Good Level####;Unusually high level for potato crop.####;Unusually high level for potato crop.####;
POTATO (SUPERIOR) (253);S;0,14;0,15;0,23;0,30;0,60;0,61;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SUPERIOR) (286);S;0,14;0,15;0,23;0,30;0,60;0,61;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SUPERIOR) (265);S;0,14;0,15;0,23;0,29;0,50;0,51;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SUPERIOR) (296);S;0,14;0,15;0,23;0,29;0,50;0,51;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SUPERIOR) (312);S;0,14;0,15;0,23;0,27;0,35;0,36;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SUPERIOR) (363);S;0,14;0,15;0,23;0,24;0,35;0,36;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SUPERIOR) (372);S;0,14;0,15;0,23;0,17;0,35;0,36;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SUPERIOR) (381);S;0,14;0,15;0,23;0,14;0,25;0,26;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SNOWDEN) (251);MG;0,14;0,15;0,23;0,30;1,00;1,01;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Good Level####;Unusually high level for potato crop.####;Unusually high level for potato crop.####;
POTATO (SNOWDEN) (285);MG;0,14;0,15;0,23;0,30;1,00;1,01;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Good Level####;Unusually high level for potato crop.####;Unusually high level for potato crop.####;
POTATO (SNOWDEN) (361);MG;0,14;0,15;0,23;0,30;1,50;1,51;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Important for phosphate metabolism, disease resistance and dry matter production ( specific gravity ).  Boosts bulking. Increased yield of tubers. Improved disease resistance and skin quality. Increased tuber dry matter content and starch levels.#YaraVita HYDROMAG#5L/ha#Water rate: 200L/ha#Repeat applications may be necessary;Good Level####;Unusually high level for potato crop.####;Unusually high level for potato crop.####;
POTATO (SNOWDEN) (251);P;0,14;0,15;0,23;0,30;0,70;0,71;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#One application required.  Continue to monitor crop with petiole analysis.;Continue to monitor crop with petiole analysis.####;Continue to monitor crop with petiole analysis.####;
POTATO (SNOWDEN) (251);S;0,14;0,15;0,23;0,30;0,60;0,61;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SNOWDEN) (285);S;0,14;0,15;0,23;0,30;0,60;0,61;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SHEPODY) (368);NO3N;0,19;0,20;0,29;0,39;99,99;100,00;####;####;####;####;####;####;
POTATO (ONAWAY) (307);NO3N;0,19;0,20;0,29;0,39;0,80;0,81;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#5-10L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#3-6L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Plants are stunted and leaves show a uniform chlorotic pale green / yellow colouration.  N is important for better crop development and improved yield#YaraVita LAST N#2-5L/ha#Water rate: 200L/ha#Apply before tuber set and at early bloom.  Continue to monitor crop with petiole analysis.;Monitor crop with petiole analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;Excessive nitrogen can delay tuber set, increase disease pressure, and have a negative effect on tuber specific gravity and storability. Further inputs should be justified on the basis of tissue analysis.####;
POTATO (ONAWAY) (362);NO3N;0,19;0,20;0,29;0,39;99,99;100,00;####;####;####;####;####;####;
POTATO (R. BURBANK) (369);NO3N;0,19;0,20;0,29;0,39;99,99;100,00;####;####;####;####;####;####;
POTATO (SNOWDEN) (264);FE;0,19;0,20;0,29;0,39;350,00;350,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (SNOWDEN) (370);NO3N;0,19;0,20;0,29;0,39;99,99;100,00;####;####;####;####;####;####;
POTATO (SNOWDEN) (264);FE;0,19;0,20;0,29;0,39;350,00;350,01;Low priority on this crop.####;Low priority on this crop.####;Low priority on this crop.####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (SNOWDEN) (370);NO3N;0,19;0,20;0,29;0,39;99,99;100,00;####;####;####;####;####;####;
POTATO (ATLANTIC) (245);P;0,19;0,20;0,30;0,40;0,90;0,91;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#One application required.  Continue to monitor crop with petiole analysis.;Continue to monitor crop with petiole analysis.####;Continue to monitor crop with petiole analysis.####;
POTATO (ATLANTIC) (278);P;0,19;0,20;0,30;0,40;0,88;0,89;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#One application required.  Continue to monitor crop with petiole analysis.;Continue to monitor crop with petiole analysis.####;Continue to monitor crop with petiole analysis.####;
POTATO (SHEPODY) (249);P;0,19;0,20;0,30;0,40;0,90;0,91;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#One application required.  Continue to monitor crop with petiole analysis.;Continue to monitor crop with petiole analysis.####;Continue to monitor crop with petiole analysis.####;
POTATO (ONAWAY) (252);P;0,19;0,20;0,30;0,40;0,90;0,91;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#One application required.  Continue to monitor crop with petiole analysis.;Continue to monitor crop with petiole analysis.####;Continue to monitor crop with petiole analysis.####;
POTATO (ONAWAY) (282);P;0,19;0,20;0,30;0,40;0,88;0,89;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#2 repeat applications at 10 to 14 day intervals.  Continue to monitor crop with petiole analysis.;When the petiole phosphorus level falls below 0.22, a yield loss of 600 lbs/acre/day (672 kg/ha/day) can occur.High leaf phosphorus levels stimulate manufacture of sugars, the main products of photosynthesis. Boosts bulking and increases the yield of tubers. Increases tuber dry matter content and starch levels. Improves storage potential of tubers and reduces storage diseases.#YaraVita HYDROPHOS#5L/ha#Water rate: 200L/ha#One application required.  Continue to monitor crop with petiole analysis.;Continue to monitor crop with petiole analysis.####;Continue to monitor crop with petiole analysis.####;
